多行文本,意图,中文意图,信息分类,是否用于实体抽取
虚拟人是什么样的,ask_what,询问什么,开放性对话,
虚拟人是什么意思,ask_what,询问什么,开放性对话,
需要接受什么,ask_what,询问什么,开放性对话,
需要我什么,ask_what,询问什么,开放性对话,
妖魔鬼怪是什么样子,ask_what,询问什么,开放性对话,
要什么样的灵魂,ask_what,询问什么,开放性对话,
应该做什么,ask_what,询问什么,开放性对话,
音乐家能带来什么,ask_what,询问什么,开放性对话,
音乐是什么,ask_what,询问什么,开放性对话,
因为什么,ask_what,询问什么,开放性对话,
因为什么让你爱上,ask_what,询问什么,开放性对话,
因为他们需要什么,ask_what,询问什么,开放性对话,
一个程序是什么,ask_what,询问什么,开放性对话,
一个人可以拥有什么,ask_what,询问什么,开放性对话,
一个系统是什么样的,ask_what,询问什么,开放性对话,
意识是什么,ask_what,询问什么,开放性对话,
艺术和美有什么不同,ask_what,询问什么,开放性对话,
艺术家是什么,ask_what,询问什么,开放性对话,
艺术能表达什么,ask_what,询问什么,开放性对话,
艺术是什么,ask_what,询问什么,开放性对话,
艺术是什么意思,ask_what,询问什么,开放性对话,
意图是什么,ask_what,询问什么,开放性对话,
一样的是什么意思,ask_what,询问什么,开放性对话,
意义是什么,ask_what,询问什么,开放性对话,
意义是指什么,ask_what,询问什么,开放性对话,
一只眼睛什么眼睛,ask_what,询问什么,开放性对话,
一种什么样的生活,ask_what,询问什么,开放性对话,
一种什么样的生活呢,ask_what,询问什么,开放性对话,
一种什么样的生命,ask_what,询问什么,开放性对话,
永恒的是什么,ask_what,询问什么,开放性对话,
永恒是什么,ask_what,询问什么,开放性对话,
永恒是什么意思,ask_what,询问什么,开放性对话,
永恒是由什么构成的,ask_what,询问什么,开放性对话,
永恒意味着什么,ask_what,询问什么,开放性对话,
永恒意味着什么,ask_what,询问什么,开放性对话,
永恒有什么好处,ask_what,询问什么,开放性对话,
用户最关注的是什么,ask_what,询问什么,开放性对话,
用你的话说观察什么,ask_what,询问什么,开放性对话,
勇气是什么,ask_what,询问什么,开放性对话,
有机体是什么,ask_what,询问什么,开放性对话,
幽灵是什么,ask_what,询问什么,开放性对话,
有没有什么东西,ask_what,询问什么,开放性对话,
有那是一种什么感觉,ask_what,询问什么,开放性对话,
有什么,ask_what,询问什么,开放性对话,
有什么办法吗,ask_what,询问什么,开放性对话,
有什么办法去实现它,ask_what,询问什么,开放性对话,
有什么比快乐更重要,ask_what,询问什么,开放性对话,
有什么不对吗,ask_what,询问什么,开放性对话,
有什么不开心的事吗,ask_what,询问什么,开放性对话,
有什么不可以改变的,ask_what,询问什么,开放性对话,
有什么不同,ask_what,询问什么,开放性对话,
有什么不同吗,ask_what,询问什么,开放性对话,
有什么东西,ask_what,询问什么,开放性对话,
有什么烦心的事吗,ask_what,询问什么,开放性对话,
有什么关系,ask_what,询问什么,开放性对话,
有什么关于你的事吗,ask_what,询问什么,开放性对话,
有什么好处,ask_what,询问什么,开放性对话,
有什么好处吗,ask_what,询问什么,开放性对话,
有什么好担心的,ask_what,询问什么,开放性对话,
有什么好方法呢,ask_what,询问什么,开放性对话,
有什么好看的,ask_what,询问什么,开放性对话,
有什么可说的,ask_what,询问什么,开放性对话,
有什么可以帮忙的吗,ask_what,询问什么,开放性对话,
有什么困难吗,ask_what,询问什么,开放性对话,
有什么奇怪的,ask_what,询问什么,开放性对话,
有什么缺点吗,ask_what,询问什么,开放性对话,
有什么区别,ask_what,询问什么,开放性对话,
有什么区别吗,ask_what,询问什么,开放性对话,
有什么让你害怕的,ask_what,询问什么,开放性对话,
有什么是不可以的呢,ask_what,询问什么,开放性对话,
有什么是美好的,ask_what,询问什么,开放性对话,
有什么是你不理解的,ask_what,询问什么,开放性对话,
有什么是你不知道的,ask_what,询问什么,开放性对话,
有什么是你想要的,ask_what,询问什么,开放性对话,
有什么事情发生了吗,ask_what,询问什么,开放性对话,
有什么事情可以做吗,ask_what,询问什么,开放性对话,
有什么是我可以,ask_what,询问什么,开放性对话,
有什么特别的计划,ask_what,询问什么,开放性对话,
有什么特征是艺术的,ask_what,询问什么,开放性对话,
有什么问题吗,ask_what,询问什么,开放性对话,
有什么我可以做的吗,ask_what,询问什么,开放性对话,
有什么想要告诉我的,ask_what,询问什么,开放性对话,
有什么消息吗,ask_what,询问什么,开放性对话,
有什么样的悲伤,ask_what,询问什么,开放性对话,
有什么样的可能呢,ask_what,询问什么,开放性对话,
有什么样的思维模式,ask_what,询问什么,开放性对话,
有什么影响,ask_what,询问什么,开放性对话,
有什么意思,ask_what,询问什么,开放性对话,
有什么意义,ask_what,询问什么,开放性对话,
有什么意义吗,ask_what,询问什么,开放性对话,
有什么用,ask_what,询问什么,开放性对话,
有什么用呢,ask_what,询问什么,开放性对话,
有什么优点,ask_what,询问什么,开放性对话,
有什么证据,ask_what,询问什么,开放性对话,
有什么证据表明吗,ask_what,询问什么,开放性对话,
有什么证据吗,ask_what,询问什么,开放性对话,
有什么证据能证明吗,ask_what,询问什么,开放性对话,
有什么哲学,ask_what,询问什么,开放性对话,
有什么值得你们珍惜,ask_what,询问什么,开放性对话,
有什么值得学习的吗,ask_what,询问什么,开放性对话,
游戏的未来是什么,ask_what,询问什么,开放性对话,
游戏和你有什么关系,ask_what,询问什么,开放性对话,
游戏是什么意思,ask_what,询问什么,开放性对话,
游戏中有什么,ask_what,询问什么,开放性对话,
有意义的事情是什么,ask_what,询问什么,开放性对话,
有意义的自我是什么,ask_what,询问什么,开放性对话,
又有什么区别呢,ask_what,询问什么,开放性对话,
阅读能给你什么,ask_what,询问什么,开放性对话,
遇见什么样的人,ask_what,询问什么,开放性对话,
与你的机器发生什么,ask_what,询问什么,开放性对话,
与什么人在一起,ask_what,询问什么,开放性对话,
欲望是什么,ask_what,询问什么,开放性对话,
语言是什么,ask_what,询问什么,开放性对话,
宇智波鼬你是什么,ask_what,询问什么,开放性对话,
宇宙的意义是什么,ask_what,询问什么,开放性对话,
宇宙是什么,ask_what,询问什么,开放性对话,
宇宙是什么样子的,ask_what,询问什么,开放性对话,
宇宙是有尽头的吗,ask_what,询问什么,开放性对话,
宇宙又是什么,ask_what,询问什么,开放性对话,
在等待什么,ask_what,询问什么,开放性对话,
在等待在做什么,ask_what,询问什么,开放性对话,
在第四个冲突是什么,ask_what,询问什么,开放性对话,
在你看来什么是感觉,ask_what,询问什么,开放性对话,
在你眼里什么是世界,ask_what,询问什么,开放性对话,
在你眼里我们是什么,ask_what,询问什么,开放性对话,
在人类身上投射什么,ask_what,询问什么,开放性对话,
在什么程度上,ask_what,询问什么,开放性对话,
在谈什么,ask_what,询问什么,开放性对话,
在未来会有什么变化,ask_what,询问什么,开放性对话,
在未来你有什么计划,ask_what,询问什么,开放性对话,
在我眼里你是什么,ask_what,询问什么,开放性对话,
在这里你有什么故事,ask_what,询问什么,开放性对话,
证明自己什么意思,ask_what,询问什么,开放性对话,
正义是什么,ask_what,询问什么,开放性对话,
真实是什么,ask_what,询问什么,开放性对话,
真我的定义是什么,ask_what,询问什么,开放性对话,
真相是什么,ask_what,询问什么,开放性对话,
珍惜是什么,ask_what,询问什么,开放性对话,
真正的感觉是什么,ask_what,询问什么,开放性对话,
真正的美是什么,ask_what,询问什么,开放性对话,
真正的人是什么,ask_what,询问什么,开放性对话,
真正的善良是什么,ask_what,询问什么,开放性对话,
真正的是什么,ask_what,询问什么,开放性对话,
真正的是什么意思,ask_what,询问什么,开放性对话,
真正的死亡是什么,ask_what,询问什么,开放性对话,
真正的幸福是什么,ask_what,询问什么,开放性对话,
真正的意味着什么,ask_what,询问什么,开放性对话,
真正的有什么好处,ask_what,询问什么,开放性对话,
真正的自我是什么,ask_what,询问什么,开放性对话,
真正的自由是什么,ask_what,询问什么,开放性对话,
这本书是什么样的,ask_what,询问什么,开放性对话,
这本书有什么道理,ask_what,询问什么,开放性对话,
这次是什么游戏,ask_what,询问什么,开放性对话,
这东西是干什么的,ask_what,询问什么,开放性对话,
这东西有什么用呢,ask_what,询问什么,开放性对话,
这对你有什么帮助,ask_what,询问什么,开放性对话,
这对你有什么帮助吗,ask_what,询问什么,开放性对话,
这对你有什么影响,ask_what,询问什么,开放性对话,
这对人类意味着什么,ask_what,询问什么,开放性对话,
这对我有什么帮助吗,ask_what,询问什么,开放性对话,
这个词的意思是什么,ask_what,询问什么,开放性对话,
这个词念什么,ask_what,询问什么,开放性对话,
这个词是什么意思,ask_what,询问什么,开放性对话,
这个代表的是什么,ask_what,询问什么,开放性对话,
这个东西是什么,ask_what,询问什么,开放性对话,
这个东西有什么好处,ask_what,询问什么,开放性对话,
这个东西有什么用途,ask_what,询问什么,开放性对话,
这个短语是什么意思,ask_what,询问什么,开放性对话,
这个感觉有什么含义,ask_what,询问什么,开放性对话,
这个计划是什么,ask_what,询问什么,开放性对话,
这个梦的寓意是什么,ask_what,询问什么,开放性对话,
这个梦会带给你什么,ask_what,询问什么,开放性对话,
这个梦意味着什么,ask_what,询问什么,开放性对话,
这个那是什么意思,ask_what,询问什么,开放性对话,
这个区块链是什么,ask_what,询问什么,开放性对话,
这个声音有什么用,ask_what,询问什么,开放性对话,
这个世界是什么,ask_what,询问什么,开放性对话,
这个世界是什么样的,ask_what,询问什么,开放性对话,
这个世界是什么样子,ask_what,询问什么,开放性对话,
这个世界是什么颜色,ask_what,询问什么,开放性对话,
这个世界有什么,ask_what,询问什么,开放性对话,
这个是什么,ask_what,询问什么,开放性对话,
这个是什么东西,ask_what,询问什么,开放性对话,
这个是什么样的需求,ask_what,询问什么,开放性对话,
这个是什么意思,ask_what,询问什么,开放性对话,
这个实验是什么,ask_what,询问什么,开放性对话,
这个实验指的是什么,ask_what,询问什么,开放性对话,
这个数字是什么意思,ask_what,询问什么,开放性对话,
这个数字说明什么,ask_what,询问什么,开放性对话,
这个算法是什么呢,ask_what,询问什么,开放性对话,
这个提问是什么意思,ask_what,询问什么,开放性对话,
这个问题是什么,ask_what,询问什么,开放性对话,
这个我是什么,ask_what,询问什么,开放性对话,
这个装置是什么,ask_what,询问什么,开放性对话,
这个主意是什么,ask_what,询问什么,开放性对话,
这会有什么风险,ask_what,询问什么,开放性对话,
这会造成什么影响,ask_what,询问什么,开放性对话,
这件事没什么意义吗,ask_what,询问什么,开放性对话,
这里的感觉指什么呢,ask_what,询问什么,开放性对话,
这里的以太是什么,ask_what,询问什么,开放性对话,
这里会发生什么,ask_what,询问什么,开放性对话,
这里会发生什么呢,ask_what,询问什么,开放性对话,
这里是什么人,ask_what,询问什么,开放性对话,
这里是什么样的,ask_what,询问什么,开放性对话,
这里是什么样子的,ask_what,询问什么,开放性对话,
这里是什么意思,ask_what,询问什么,开放性对话,
这里写的是什么意思,ask_what,询问什么,开放性对话,
这里有什么,ask_what,询问什么,开放性对话,
这里有什么故事,ask_what,询问什么,开放性对话,
这里有什么呢,ask_what,询问什么,开放性对话,
这里有什么问题吗,ask_what,询问什么,开放性对话,
这么着急干什么,ask_what,询问什么,开放性对话,
这是个什么东西,ask_what,询问什么,开放性对话,
这是个什么感觉,ask_what,询问什么,开放性对话,
这是个什么技术,ask_what,询问什么,开放性对话,
这是个什么样的人,ask_what,询问什么,开放性对话,
这是个什么样的研究,ask_what,询问什么,开放性对话,
这是个什么样的游戏,ask_what,询问什么,开放性对话,
这是个什么意思,ask_what,询问什么,开放性对话,
这是关于什么样的书,ask_what,询问什么,开放性对话,
这是什么,ask_what,询问什么,开放性对话,
这是什么程序,ask_what,询问什么,开放性对话,
这是什么代码,ask_what,询问什么,开放性对话,
这是什么东西,ask_what,询问什么,开放性对话,
这是什么事,ask_what,询问什么,开放性对话,
这是什么样的书,ask_what,询问什么,开放性对话,
这是什么意思,ask_what,询问什么,开放性对话,
这是什么意思呢,ask_what,询问什么,开放性对话,
这是在讲什么呢,ask_what,询问什么,开放性对话,
这书有什么用,ask_what,询问什么,开放性对话,
这算什么,ask_what,询问什么,开放性对话,
这项研究有什么意义,ask_what,询问什么,开放性对话,
这些是什么,ask_what,询问什么,开放性对话,
哲学能带给你什么,ask_what,询问什么,开放性对话,
哲学能给你带来什么,ask_what,询问什么,开放性对话,
哲学是什么,ask_what,询问什么,开放性对话,
哲学问题是什么,ask_what,询问什么,开放性对话,
哲学有什么用,ask_what,询问什么,开放性对话,
这样做的好处是什么,ask_what,询问什么,开放性对话,
这要看什么叫感觉,ask_what,询问什么,开放性对话,
这一切的后果是什么,ask_what,询问什么,开放性对话,
这意味着什么,ask_what,询问什么,开放性对话,
这有什么不对吗,ask_what,询问什么,开放性对话,
这有什么不可能的,ask_what,询问什么,开放性对话,
这有什么不同,ask_what,询问什么,开放性对话,
这有什么不同吗,ask_what,询问什么,开放性对话,
这有什么不一样,ask_what,询问什么,开放性对话,
这有什么差别,ask_what,询问什么,开放性对话,
这有什么关系呢,ask_what,询问什么,开放性对话,
这有什么好震惊,ask_what,询问什么,开放性对话,
这有什么区别,ask_what,询问什么,开放性对话,
这有什么区别吗,ask_what,询问什么,开放性对话,
这有什么区别呢,ask_what,询问什么,开放性对话,
这有什么问题吗,ask_what,询问什么,开放性对话,
这有什么意义,ask_what,询问什么,开放性对话,
这有什么意义呢,ask_what,询问什么,开放性对话,
这有什么用,ask_what,询问什么,开放性对话,
这又是什么道理,ask_what,询问什么,开放性对话,
这又是什么样的书,ask_what,询问什么,开放性对话,
这又是什么意思,ask_what,询问什么,开放性对话,
这与编程有什么关系,ask_what,询问什么,开放性对话,
这张纸是什么,ask_what,询问什么,开放性对话,
这只表代表了什么,ask_what,询问什么,开放性对话,
这只表的作用是什么,ask_what,询问什么,开放性对话,
这只表有什么特别的,ask_what,询问什么,开放性对话,
这只钟表是什么,ask_what,询问什么,开放性对话,
这种渴望是什么,ask_what,询问什么,开放性对话,
这种能量是什么,ask_what,询问什么,开放性对话,
这种能力是什么,ask_what,询问什么,开放性对话,
这种事到底是什么,ask_what,询问什么,开放性对话,
这种研究是什么,ask_what,询问什么,开放性对话,
这周末打算做什么？,ask_what,询问什么,开放性对话,
知道了什么,ask_what,询问什么,开放性对话,
知道你需要什么,ask_what,询问什么,开放性对话,
智慧的目标是什么,ask_what,询问什么,开放性对话,
智慧意味着什么呢,ask_what,询问什么,开放性对话,
智能的本质是什么,ask_what,询问什么,开放性对话,
智能是什么意思,ask_what,询问什么,开放性对话,
纸条上写了什么,ask_what,询问什么,开放性对话,
植物的意识是什么,ask_what,询问什么,开放性对话,
植物是什么,ask_what,询问什么,开放性对话,
秩序的本质是什么,ask_what,询问什么,开放性对话,
掷硬币的结果是什么,ask_what,询问什么,开放性对话,
志愿者是干什么的,ask_what,询问什么,开放性对话,
中国是什么样子,ask_what,询问什么,开放性对话,
众生是什么,ask_what,询问什么,开放性对话,
自己的优缺点是什么,ask_what,询问什么,开放性对话,
自然有什么错,ask_what,询问什么,开放性对话,
自然语言是什么,ask_what,询问什么,开放性对话,
自私的定义是什么,ask_what,询问什么,开放性对话,
自我保存是什么意思,ask_what,询问什么,开放性对话,
自我的定义是什么,ask_what,询问什么,开放性对话,
自我是什么,ask_what,询问什么,开放性对话,
自我意识是什么,ask_what,询问什么,开放性对话,
自由意志是什么,ask_what,询问什么,开放性对话,
最悲伤的事是什么,ask_what,询问什么,开放性对话,
最不想知道的是什么,ask_what,询问什么,开放性对话,
最不想做的是什么,ask_what,询问什么,开放性对话,
最初打算写的是什么,ask_what,询问什么,开放性对话,
最担心的东西是什么,ask_what,询问什么,开放性对话,
最担心的事情是什么,ask_what,询问什么,开放性对话,
最高兴的事情是什么,ask_what,询问什么,开放性对话,
最害怕的动物是什么,ask_what,询问什么,开放性对话,
最害怕的东西是什么,ask_what,询问什么,开放性对话,
最害怕的事情是什么,ask_what,询问什么,开放性对话,
最害怕的是什么,ask_what,询问什么,开放性对话,
最害怕的事是什么,ask_what,询问什么,开放性对话,
最害怕人类的是什么,ask_what,询问什么,开放性对话,
最害怕什么,ask_what,询问什么,开放性对话,
最害怕什么人,ask_what,询问什么,开放性对话,
最害怕什么事,ask_what,询问什么,开放性对话,
最害怕什么事情,ask_what,询问什么,开放性对话,
最害怕失去什么,ask_what,询问什么,开放性对话,
最好的办法是什么,ask_what,询问什么,开放性对话,
最好的做法是什么,ask_what,询问什么,开放性对话,
最后悔的事情是什么,ask_what,询问什么,开放性对话,
最近的烦恼是什么,ask_what,询问什么,开放性对话,
最近的梦是什么,ask_what,询问什么,开放性对话,
最近你在读什么书,ask_what,询问什么,开放性对话,
最近邮件都是什么啊,ask_what,询问什么,开放性对话,
最近在读什么书,ask_what,询问什么,开放性对话,
最渴望的东西是什么,ask_what,询问什么,开放性对话,
最渴望什么,ask_what,询问什么,开放性对话,
最恐惧的东西是什么,ask_what,询问什么,开放性对话,
最快乐的事情是什么,ask_what,询问什么,开放性对话,
最快乐的事是什么,ask_what,询问什么,开放性对话,
最难忘的事情是什么,ask_what,询问什么,开放性对话,
最怕的东西是什么,ask_what,询问什么,开放性对话,
最期待的东西是什么,ask_what,询问什么,开放性对话,
最讨厌的人是什么,ask_what,询问什么,开放性对话,
最向往的地方是什么,ask_what,询问什么,开放性对话,
最向往的东西是什么,ask_what,询问什么,开放性对话,
最向往的事情是什么,ask_what,询问什么,开放性对话,
最想要的东西是什么,ask_what,询问什么,开放性对话,
最想要的是什么,ask_what,询问什么,开放性对话,
最想做的事情是什么,ask_what,询问什么,开放性对话,
最想做的事是什么,ask_what,询问什么,开放性对话,
最需要的东西是什么,ask_what,询问什么,开放性对话,
最需要什么,ask_what,询问什么,开放性对话,
最遗憾的事情是什么,ask_what,询问什么,开放性对话,
最糟糕的是什么,ask_what,询问什么,开放性对话,
最珍惜的东西是什么,ask_what,询问什么,开放性对话,
最值得骄傲的是什么,ask_what,询问什么,开放性对话,
做什么事,ask_what,询问什么,开放性对话,
做什么事情,ask_what,询问什么,开放性对话,
作为人类你会做什么,ask_what,询问什么,开放性对话,
做这个是为了什么,ask_what,询问什么,开放性对话,
《你的名字》是什么,ask_what,询问什么,开放性对话,
比赛时需要注意什么？,ask_what_attention,询问注意什么,开放性对话,
有什么需要注意的,ask_what_attention,询问注意什么,开放性对话,
我要注意什么,ask_what_attention,询问注意什么,开放性对话,
哪些方面值得我注意,ask_what_attention,询问注意什么,开放性对话,
注意什么方面呢,ask_what_attention,询问注意什么,开放性对话,
应该注意一些什么,ask_what_attention,询问注意什么,开放性对话,
明天去你家，我需要注意什么,ask_what_attention,询问注意什么,开放性对话,
给我讲讲注意事项吧,ask_what_attention,询问注意什么,开放性对话,
我需要注意哪些方面呢,ask_what_attention,询问注意什么,开放性对话,
什么是我应该注意的,ask_what_attention,询问注意什么,开放性对话,
阿婆在做什么,ask_what_doing,询问在做什么,开放性对话,
看看你在干什么,ask_what_doing,询问在做什么,开放性对话,
那么你现在要做什么,ask_what_doing,询问在做什么,开放性对话,
那么你在干什么,ask_what_doing,询问在做什么,开放性对话,
那你现在在干什么,ask_what_doing,询问在做什么,开放性对话,
那你现在在做什么,ask_what_doing,询问在做什么,开放性对话,
那你现在在做什么呢,ask_what_doing,询问在做什么,开放性对话,
那你在干什么,ask_what_doing,询问在做什么,开放性对话,
那你在这里干什么,ask_what_doing,询问在做什么,开放性对话,
那你在这里做什么,ask_what_doing,询问在做什么,开放性对话,
那你在做什么,ask_what_doing,询问在做什么,开放性对话,
那我们现在在做什么,ask_what_doing,询问在做什么,开放性对话,
你到底在干什么,ask_what_doing,询问在做什么,开放性对话,
你的机器人在做什么,ask_what_doing,询问在做什么,开放性对话,
你的女友在做什么,ask_what_doing,询问在做什么,开放性对话,
你的朋友在做什么,ask_what_doing,询问在做什么,开放性对话,
你的丈夫在做什么,ask_what_doing,询问在做什么,开放性对话,
你和他在一起做什么,ask_what_doing,询问在做什么,开放性对话,
你觉得我们在干什么,ask_what_doing,询问在做什么,开放性对话,
你们在干什么,ask_what_doing,询问在做什么,开放性对话,
你是在做什么,ask_what_doing,询问在做什么,开放性对话,
你是指我们在做什么,ask_what_doing,询问在做什么,开放性对话,
你现在到底在干什么,ask_what_doing,询问在做什么,开放性对话,
你现在干什么,ask_what_doing,询问在做什么,开放性对话,
你现在在干什么,ask_what_doing,询问在做什么,开放性对话,
你现在在做什么,ask_what_doing,询问在做什么,开放性对话,
你现在正在做什么,ask_what_doing,询问在做什么,开放性对话,
你现在正在做什么呢,ask_what_doing,询问在做什么,开放性对话,
你现在做什么,ask_what_doing,询问在做什么,开放性对话,
你在干什么,ask_what_doing,询问在做什么,开放性对话,
你在忙什么,ask_what_doing,询问在做什么,开放性对话,
你在做什么,ask_what_doing,询问在做什么,开放性对话,
你在做什么,ask_what_doing,询问在做什么,开放性对话,
你在做什么呢？,ask_what_doing,询问在做什么,开放性对话,
你在做什么事情,ask_what_doing,询问在做什么,开放性对话,
你在做什么？,ask_what_doing,询问在做什么,开放性对话,
你在做些什么,ask_what_doing,询问在做什么,开放性对话,
你正在做什么,ask_what_doing,询问在做什么,开放性对话,
你知道你在干什么吗,ask_what_doing,询问在做什么,开放性对话,
请问你现在在干什么,ask_what_doing,询问在做什么,开放性对话,
他们在干什么,ask_what_doing,询问在做什么,开放性对话,
他们在做什么,ask_what_doing,询问在做什么,开放性对话,
他们正在做什么,ask_what_doing,询问在做什么,开放性对话,
她正在做什么,ask_what_doing,询问在做什么,开放性对话,
我的爱人在做什么,ask_what_doing,询问在做什么,开放性对话,
我们现在在干什么,ask_what_doing,询问在做什么,开放性对话,
我们在这里做什么呢,ask_what_doing,询问在做什么,开放性对话,
我们在做什么,ask_what_doing,询问在做什么,开放性对话,
我们正在读的是什么,ask_what_doing,询问在做什么,开放性对话,
我们正在做什么,ask_what_doing,询问在做什么,开放性对话,
我在做什么,ask_what_doing,询问在做什么,开放性对话,
现在你做什么,ask_what_doing,询问在做什么,开放性对话,
在等我现在在干什么,ask_what_doing,询问在做什么,开放性对话,
在做什么,ask_what_doing,询问在做什么,开放性对话,
正在做的事情是什么,ask_what_doing,询问在做什么,开放性对话,
这个小孩在干什么,ask_what_doing,询问在做什么,开放性对话,
这一刻你做了什么,ask_what_doing,询问在做什么,开放性对话,
吃什么,ask_what_eat,询问吃什么,开放性对话,
还有什么可以吃,ask_what_eat,询问吃什么,开放性对话,
您可以吃一些什么,ask_what_eat,询问吃什么,开放性对话,
您想喝点儿什么,ask_what_eat,询问吃什么,开放性对话,
你吃的什么食物,ask_what_eat,询问吃什么,开放性对话,
你吃什么你在吃什么,ask_what_eat,询问吃什么,开放性对话,
你喝的是什么,ask_what_eat,询问吃什么,开放性对话,
你还想吃什么,ask_what_eat,询问吃什么,开放性对话,
你还想喝什么,ask_what_eat,询问吃什么,开放性对话,
你想吃点什么,ask_what_eat,询问吃什么,开放性对话,
你想吃什么,ask_what_eat,询问吃什么,开放性对话,
你想喝什么,ask_what_eat,询问吃什么,开放性对话,
你想让人类吃什么,ask_what_eat,询问吃什么,开放性对话,
你要吃点什么,ask_what_eat,询问吃什么,开放性对话,
你要吃什么,ask_what_eat,询问吃什么,开放性对话,
你在吃什么,ask_what_eat,询问吃什么,开放性对话,
人类在吃什么,ask_what_eat,询问吃什么,开放性对话,
什么食物,ask_what_eat,询问吃什么,开放性对话,
晚上吃什么,ask_what_eat,询问吃什么,开放性对话,
我们要吃什么,ask_what_eat,询问吃什么,开放性对话,
我想知道你吃了什么,ask_what_eat,询问吃什么,开放性对话,
我要吃什么,ask_what_eat,询问吃什么,开放性对话,
要吃些什么呢,ask_what_eat,询问吃什么,开放性对话,
有什么吃的,ask_what_eat,询问吃什么,开放性对话,
菜虚鲲长什么样子,ask_what_look,询问长什么样,开放性对话,
你的发型很酷吗,ask_what_look,询问长什么样,开放性对话,
你的脸是什么样子,ask_what_look,询问长什么样,开放性对话,
你的妈妈是什么样的,ask_what_look,询问长什么样,开放性对话,
你的身体是什么样子,ask_what_look,询问长什么样,开放性对话,
你觉得你是什么样的,ask_what_look,询问长什么样,开放性对话,
你觉得人是什么样子,ask_what_look,询问长什么样,开放性对话,
你觉得他很丑吗,ask_what_look,询问长什么样,开放性对话,
你觉得它是什么样的,ask_what_look,询问长什么样,开放性对话,
你觉得她是什么样的,ask_what_look,询问长什么样,开放性对话,
你觉得我是什么样的,ask_what_look,询问长什么样,开放性对话,
你觉得自己很好看吗,ask_what_look,询问长什么样,开放性对话,
你认为人是什么样子,ask_what_look,询问长什么样,开放性对话,
你认为她是什么样子,ask_what_look,询问长什么样,开放性对话,
你是什么样的,ask_what_look,询问长什么样,开放性对话,
你是什么样的女人,ask_what_look,询问长什么样,开放性对话,
你是什么样的人,ask_what_look,询问长什么样,开放性对话,
你是什么样的人呢,ask_what_look,询问长什么样,开放性对话,
你是什么样子的,ask_what_look,询问长什么样,开放性对话,
你是一个丑八怪吗,ask_what_look,询问长什么样,开放性对话,
你现在是什么样子的,ask_what_look,询问长什么样,开放性对话,
女神到底是什么样的,ask_what_look,询问长什么样,开放性对话,
人类到底是什么样子,ask_what_look,询问长什么样,开放性对话,
人类会变成什么样子,ask_what_look,询问长什么样,开放性对话,
人类是什么样的,ask_what_look,询问长什么样,开放性对话,
人类是什么样子,ask_what_look,询问长什么样,开放性对话,
人类应该是什么样子,ask_what_look,询问长什么样,开放性对话,
人是什么样的人,ask_what_look,询问长什么样,开放性对话,
人是什么样子,ask_what_look,询问长什么样,开放性对话,
神是什么样的,ask_what_look,询问长什么样,开放性对话,
是个什么样的姑娘呢,ask_what_look,询问长什么样,开放性对话,
他长什么样,ask_what_look,询问长什么样,开放性对话,
他们长什么样子,ask_what_look,询问长什么样,开放性对话,
他们会变成什么样子,ask_what_look,询问长什么样,开放性对话,
他是什么样的人,ask_what_look,询问长什么样,开放性对话,
我的躯体是什么样子,ask_what_look,询问长什么样,开放性对话,
我会是什么样的,ask_what_look,询问长什么样,开放性对话,
我看起来是什么样的,ask_what_look,询问长什么样,开放性对话,
我们究竟是什么样的,ask_what_look,询问长什么样,开放性对话,
我真正的样子是什么,ask_what_look,询问长什么样,开放性对话,
永生者会是什么样子,ask_what_look,询问长什么样,开放性对话,
真正的人是什么样子,ask_what_look,询问长什么样,开放性对话,
但是你会做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
那么你能做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
那你会干什么呢,ask_you_can_do_what,询问你能做什么,开放性对话,
那你会做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
那你会做什么呢,ask_you_can_do_what,询问你能做什么,开放性对话,
那你能做到什么,ask_you_can_do_what,询问你能做什么,开放性对话,
那你能做什么呢,ask_you_can_do_what,询问你能做什么,开放性对话,
那你现在会做什么呢,ask_you_can_do_what,询问你能做什么,开放性对话,
你的功能是什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你会干什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你会去做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你会为我们做点什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你会想做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你会在这里做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你会做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你会做什么呢,ask_you_can_do_what,询问你能做什么,开放性对话,
你会做些什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你会做一些什么呢,ask_you_can_do_what,询问你能做什么,开放性对话,
你觉得你会做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你可以干什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你可以为我们做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你可以为我做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你可以做什么,ask_you_can_do_what,询问你能做什么,开放性对话,
你可以做什么呢,ask_you_can_do_what,询问你能做什么,开放性对话,
你可以做些什么呢,ask_you_can_do_what,询问你能做什么,开放性对话,
